z Tu Tv Tw
7.980000000000000000e+02 -8.796608691056917288e-06 3.829987934713017329e-05 3.390019408797680063e-05
8.040000000000000000e+02 1.037366755708717434e-05 -2.044155158041576124e-05 1.345624001379186929e-04
8.100000000000000000e+02 -3.695070841863526027e-05 2.974470846176018252e-05 1.785529688306341611e-04
8.160000000000000000e+02 2.790732953965289228e-05 -9.827035812759276937e-06 1.073788673711318286e-04
8.220000000000000000e+02 -7.386847087838077999e-05 2.209303242680107522e-05 2.563562332675141473e-04
8.280000000000000000e+02 1.959724559355890894e-07 2.263034386817253159e-05 9.869772268096995143e-05
8.340000000000000000e+02 -5.613196841833314332e-05 -7.452686168596756346e-06 3.063332726223460265e-04
8.400000000000000000e+02 -1.546090345251513906e-05 4.175222215986877823e-05 8.827550657628226920e-05
8.460000000000000000e+02 -3.110021015752409092e-05 -2.584378982184034566e-05 2.924179193655772140e-04
8.520000000000000000e+02 -1.559601592703074954e-06 1.616639312441066017e-05 1.078281311720093828e-04
8.580000000000000000e+02 -8.751844903133587837e-06 -3.772201958770438059e-06 2.688062305770260200e-04
8.640000000000000000e+02 2.074533648365104363e-05 2.200699674631323555e-06 1.277614422526496751e-04
8.700000000000000000e+02 1.286731806294483318e-05 3.944709676875391246e-06 2.161335833804625076e-04
8.760000000000000000e+02 -1.596065443879979268e-05 8.796588651205184626e-06 1.626421929556906294e-04
8.820000000000000000e+02 1.825694048446848753e-05 -1.522187479743024515e-05 1.862679401816216807e-04
8.880000000000000000e+02 -2.033317651768129383e-05 -2.103635910509638227e-06 2.119992158481409162e-04
8.940000000000000000e+02 -8.902285539363674060e-06 -1.106450362391342405e-05 2.165397272895428480e-04
9.000000000000000000e+02 -7.027376543760511051e-06 1.107261867452962118e-05 1.267342477770471809e-04
9.060000000000000000e+02 -2.276602045611753164e-05 1.187040854675842670e-05 2.417044059477953732e-04
9.120000000000000000e+02 1.482143831004805254e-05 1.116026033844264080e-06 1.155199977174872170e-04
9.180000000000000000e+02 -2.451507038448426002e-05 6.496889156119322855e-06 2.239330594710866641e-04
9.240000000000000000e+02 2.169899905467218614e-05 -1.276684571042778753e-05 1.381792878508776752e-04
9.300000000000000000e+02 6.022706866940552243e-06 -7.698964026337762911e-06 1.576443140974419547e-04
9.360000000000000000e+02 -1.741330742081572663e-05 -1.140843138548461861e-05 1.720553533045512831e-04
9.420000000000000000e+02 2.394432277128544093e-05 -7.851700777337101005e-07 1.427277586033462279e-04
9.480000000000000000e+02 -2.874508074986579199e-05 -9.206923550641476665e-06 2.131735930705033928e-04
9.540000000000000000e+02 5.264209148540430986e-05 -4.764297409406026604e-06 1.041760284459130513e-04
9.600000000000000000e+02 -8.657720827500270768e-06 -1.575453363138876718e-05 2.029992972253395137e-04
9.660000000000000000e+02 3.470089496740911113e-05 5.946341223295803669e-06 1.199931054496032471e-04
9.720000000000000000e+02 -3.354553895769641002e-06 7.831298991970925207e-06 2.025170946691645288e-04
9.780000000000000000e+02 2.714945879453125661e-05 -6.113771904165332742e-06 9.368947967605052479e-05
9.840000000000000000e+02 -2.180461599050431852e-05 2.489461912363140003e-05 2.216700056840358534e-04
9.900000000000000000e+02 1.264372205365589236e-05 -1.286447216206170281e-05 6.396186789485427059e-05
9.960000000000000000e+02 -1.292312668994099995e-05 -5.745332131334635246e-06 1.733285442064784834e-04
1.002000000000000000e+03 -1.376962498997045175e-05 2.248807364363756349e-05 7.334564388069657315e-05
1.008000000000000000e+03 4.853677827342152965e-05 -3.127284351945718585e-05 1.950464870084101508e-04
1.014000000000000000e+03 -3.649862244280939390e-05 9.306940186304472592e-05 7.918524295990052482e-05
1.020000000000000000e+03 1.105314603389388186e-04 -3.526272585071410373e-05 1.767523203730320222e-04
1.026000000000000000e+03 -2.449909360013862315e-05 8.986088617731411690e-05 3.020568465383086524e-05
1.032000000000000000e+03 6.865864317578597865e-05 -3.083404027605638517e-05 1.127221347522574304e-04
1.038000000000000000e+03 5.036114360063947797e-05 -8.388498169426839227e-06 -3.204896278469568659e-05
1.044000000000000000e+03 1.932741605460250959e-05 1.804960358917924080e-05 1.207470842642814938e-04
1.050000000000000000e+03 3.935913986553032468e-05 1.792616079026174828e-05 -8.749285722748254240e-05
